fold,image_path,true_label,predicted_label,correct
0,action_crops_kfold/images/000581_0.jpg,3,3,1
0,action_crops_kfold/images/000416_0.jpg,3,3,1
0,action_crops_kfold/images/000460_5.jpg,0,0,1
0,action_crops_kfold/images/000122_4.jpg,0,0,1
0,action_crops_kfold/images/000165_2.jpg,1,1,1
0,action_crops_kfold/images/000993_0.jpg,1,1,1
0,action_crops_kfold/images/001034_3.jpg,0,0,1
0,action_crops_kfold/images/000546_2.jpg,3,3,1
0,action_crops_kfold/images/000145_1.jpg,0,0,1
0,action_crops_kfold/images/000418_2.jpg,0,0,1
0,action_crops_kfold/images/000418_3.jpg,0,0,1
0,action_crops_kfold/images/000419_2.jpg,0,0,1
0,action_crops_kfold/images/000162_1.jpg,2,2,1
0,action_crops_kfold/images/001106_2.jpg,0,0,1
0,action_crops_kfold/images/000637_2.jpg,1,1,1
0,action_crops_kfold/images/000928_0.jpg,1,1,1
0,action_crops_kfold/images/000124_0.jpg,0,0,1
0,action_crops_kfold/images/000395_2.jpg,3,3,1
0,action_crops_kfold/images/000338_1.jpg,0,0,1
0,action_crops_kfold/images/001002_0.jpg,1,1,1
0,action_crops_kfold/images/000614_1.jpg,0,0,1
0,action_crops_kfold/images/000495_1.jpg,0,0,1
0,action_crops_kfold/images/000670_4.jpg,2,2,1
0,action_crops_kfold/images/000574_3.jpg,0,0,1
0,action_crops_kfold/images/000312_1.jpg,3,3,1
0,action_crops_kfold/images/001029_0.jpg,1,1,1
0,action_crops_kfold/images/000607_2.jpg,0,0,1
0,action_crops_kfold/images/000158_2.jpg,1,1,1
0,action_crops_kfold/images/000518_1.jpg,3,0,0
0,action_crops_kfold/images/000319_1.jpg,0,0,1
0,action_crops_kfold/images/000374_1.jpg,0,0,1
0,action_crops_kfold/images/000945_0.jpg,0,0,1
0,action_crops_kfold/images/000427_3.jpg,0,0,1
0,action_crops_kfold/images/000168_4.jpg,1,1,1
0,action_crops_kfold/images/000046_4.jpg,3,0,0
0,action_crops_kfold/images/000322_2.jpg,0,0,1
0,action_crops_kfold/images/000496_1.jpg,0,0,1
0,action_crops_kfold/images/000652_0.jpg,0,0,1
0,action_crops_kfold/images/000263_1.jpg,0,0,1
0,action_crops_kfold/images/000184_4.jpg,1,1,1
0,action_crops_kfold/images/000871_0.jpg,0,0,1
0,action_crops_kfold/images/000030_2.jpg,0,0,1
0,action_crops_kfold/images/000046_3.jpg,0,0,1
0,action_crops_kfold/images/000608_0.jpg,0,0,1
0,action_crops_kfold/images/000547_1.jpg,0,0,1
0,action_crops_kfold/images/001120_1.jpg,1,1,1
0,action_crops_kfold/images/000167_4.jpg,2,2,1
0,action_crops_kfold/images/000583_2.jpg,0,0,1
0,action_crops_kfold/images/000106_5.jpg,0,0,1
0,action_crops_kfold/images/000966_2.jpg,1,1,1
0,action_crops_kfold/images/000571_2.jpg,0,0,1
0,action_crops_kfold/images/001104_0.jpg,1,1,1
0,action_crops_kfold/images/000967_2.jpg,0,0,1
0,action_crops_kfold/images/000373_3.jpg,0,0,1
0,action_crops_kfold/images/000061_1.jpg,1,1,1
0,action_crops_kfold/images/000199_3.jpg,1,1,1
0,action_crops_kfold/images/000712_1.jpg,2,2,1
0,action_crops_kfold/images/000145_0.jpg,1,1,1
0,action_crops_kfold/images/000484_1.jpg,0,0,1
0,action_crops_kfold/images/000746_3.jpg,0,0,1
0,action_crops_kfold/images/000455_3.jpg,0,0,1
0,action_crops_kfold/images/000459_4.jpg,3,3,1
0,action_crops_kfold/images/000387_2.jpg,3,3,1
0,action_crops_kfold/images/000806_2.jpg,2,2,1
0,action_crops_kfold/images/000966_0.jpg,1,1,1
0,action_crops_kfold/images/000566_1.jpg,3,3,1
0,action_crops_kfold/images/000667_1.jpg,2,2,1
0,action_crops_kfold/images/000097_2.jpg,0,0,1
0,action_crops_kfold/images/001131_1.jpg,0,0,1
0,action_crops_kfold/images/000892_0.jpg,0,0,1
0,action_crops_kfold/images/000125_4.jpg,0,0,1
0,action_crops_kfold/images/000620_0.jpg,1,1,1
0,action_crops_kfold/images/000552_1.jpg,0,0,1
0,action_crops_kfold/images/001009_0.jpg,1,1,1
0,action_crops_kfold/images/000594_2.jpg,3,3,1
0,action_crops_kfold/images/000853_2.jpg,0,0,1
0,action_crops_kfold/images/000854_2.jpg,0,0,1
0,action_crops_kfold/images/000016_0.jpg,2,2,1
0,action_crops_kfold/images/000030_0.jpg,1,3,0
0,action_crops_kfold/images/000372_3.jpg,1,1,1
0,action_crops_kfold/images/000202_4.jpg,1,1,1
0,action_crops_kfold/images/000621_2.jpg,2,2,1
0,action_crops_kfold/images/000969_4.jpg,1,1,1
0,action_crops_kfold/images/000165_3.jpg,0,0,1
0,action_crops_kfold/images/000313_1.jpg,0,0,1
0,action_crops_kfold/images/000659_0.jpg,2,2,1
0,action_crops_kfold/images/000648_2.jpg,1,1,1
0,action_crops_kfold/images/000223_2.jpg,0,0,1
0,action_crops_kfold/images/000585_0.jpg,3,3,1
0,action_crops_kfold/images/000503_4.jpg,0,0,1
0,action_crops_kfold/images/000606_3.jpg,2,2,1
0,action_crops_kfold/images/001110_0.jpg,0,0,1
0,action_crops_kfold/images/001077_0.jpg,0,0,1
0,action_crops_kfold/images/001035_2.jpg,1,1,1
0,action_crops_kfold/images/001134_3.jpg,1,1,1
0,action_crops_kfold/images/000073_1.jpg,0,0,1
0,action_crops_kfold/images/000815_1.jpg,2,2,1
0,action_crops_kfold/images/000474_3.jpg,0,0,1
0,action_crops_kfold/images/000102_1.jpg,0,0,1
0,action_crops_kfold/images/001138_1.jpg,0,0,1
0,action_crops_kfold/images/000991_1.jpg,1,1,1
0,action_crops_kfold/images/000887_0.jpg,1,1,1
0,action_crops_kfold/images/000815_0.jpg,2,2,1
0,action_crops_kfold/images/000973_1.jpg,1,1,1
0,action_crops_kfold/images/000606_1.jpg,0,0,1
0,action_crops_kfold/images/000110_4.jpg,0,0,1
0,action_crops_kfold/images/000603_2.jpg,1,1,1
0,action_crops_kfold/images/000213_0.jpg,1,1,1
0,action_crops_kfold/images/000504_2.jpg,3,3,1
0,action_crops_kfold/images/000406_3.jpg,0,0,1
0,action_crops_kfold/images/001125_4.jpg,0,0,1
0,action_crops_kfold/images/000036_3.jpg,3,0,0
0,action_crops_kfold/images/001117_1.jpg,1,1,1
0,action_crops_kfold/images/000446_2.jpg,0,0,1
0,action_crops_kfold/images/000012_0.jpg,1,1,1
0,action_crops_kfold/images/000025_3.jpg,1,1,1
0,action_crops_kfold/images/000061_3.jpg,0,0,1
0,action_crops_kfold/images/000428_2.jpg,0,0,1
0,action_crops_kfold/images/000834_2.jpg,2,2,1
0,action_crops_kfold/images/000633_0.jpg,2,2,1
0,action_crops_kfold/images/000589_2.jpg,0,0,1
0,action_crops_kfold/images/000988_0.jpg,0,0,1
0,action_crops_kfold/images/000102_0.jpg,0,0,1
0,action_crops_kfold/images/000062_3.jpg,0,0,1
0,action_crops_kfold/images/000007_0.jpg,0,0,1
0,action_crops_kfold/images/000175_4.jpg,1,1,1
0,action_crops_kfold/images/000399_1.jpg,0,0,1
0,action_crops_kfold/images/000191_1.jpg,0,0,1
0,action_crops_kfold/images/000267_2.jpg,1,1,1
0,action_crops_kfold/images/000880_2.jpg,1,1,1
0,action_crops_kfold/images/001092_1.jpg,1,1,1
0,action_crops_kfold/images/000114_5.jpg,3,3,1
0,action_crops_kfold/images/000470_0.jpg,0,0,1
0,action_crops_kfold/images/000528_0.jpg,3,3,1
0,action_crops_kfold/images/000307_1.jpg,0,0,1
0,action_crops_kfold/images/001024_3.jpg,0,0,1
0,action_crops_kfold/images/000563_1.jpg,0,0,1
0,action_crops_kfold/images/000182_1.jpg,1,1,1
0,action_crops_kfold/images/000386_1.jpg,0,0,1
0,action_crops_kfold/images/000410_1.jpg,0,0,1
0,action_crops_kfold/images/000827_1.jpg,1,1,1
0,action_crops_kfold/images/000746_0.jpg,2,2,1
0,action_crops_kfold/images/001128_4.jpg,0,0,1
0,action_crops_kfold/images/000447_2.jpg,0,0,1
0,action_crops_kfold/images/000879_0.jpg,1,1,1
0,action_crops_kfold/images/001069_0.jpg,1,1,1
0,action_crops_kfold/images/000915_2.jpg,1,1,1
0,action_crops_kfold/images/000666_1.jpg,0,0,1
0,action_crops_kfold/images/000169_0.jpg,0,0,1
0,action_crops_kfold/images/000704_0.jpg,0,0,1
0,action_crops_kfold/images/000346_0.jpg,0,0,1
0,action_crops_kfold/images/000396_0.jpg,0,0,1
0,action_crops_kfold/images/000734_1.jpg,1,1,1
0,action_crops_kfold/images/000719_1.jpg,1,1,1
0,action_crops_kfold/images/000925_1.jpg,1,1,1
0,action_crops_kfold/images/000124_1.jpg,0,0,1
0,action_crops_kfold/images/001099_0.jpg,1,1,1
0,action_crops_kfold/images/000317_0.jpg,0,0,1
0,action_crops_kfold/images/000038_3.jpg,0,3,0
0,action_crops_kfold/images/000529_0.jpg,0,0,1
0,action_crops_kfold/images/000754_1.jpg,1,1,1
0,action_crops_kfold/images/000499_4.jpg,3,0,0
0,action_crops_kfold/images/000050_1.jpg,0,0,1
0,action_crops_kfold/images/000895_1.jpg,1,1,1
0,action_crops_kfold/images/000732_4.jpg,2,2,1
0,action_crops_kfold/images/000969_3.jpg,0,0,1
0,action_crops_kfold/images/000828_0.jpg,2,2,1
0,action_crops_kfold/images/000992_0.jpg,0,0,1
0,action_crops_kfold/images/000445_3.jpg,3,0,0
0,action_crops_kfold/images/000564_2.jpg,0,0,1
0,action_crops_kfold/images/000054_0.jpg,0,0,1
0,action_crops_kfold/images/000119_2.jpg,0,0,1
0,action_crops_kfold/images/001075_4.jpg,0,0,1
0,action_crops_kfold/images/000042_4.jpg,3,0,0
0,action_crops_kfold/images/000832_1.jpg,2,2,1
0,action_crops_kfold/images/001065_0.jpg,1,1,1
0,action_crops_kfold/images/000612_1.jpg,2,2,1
0,action_crops_kfold/images/000828_2.jpg,0,0,1
0,action_crops_kfold/images/000687_3.jpg,2,2,1
0,action_crops_kfold/images/000968_2.jpg,0,0,1
0,action_crops_kfold/images/001076_3.jpg,1,1,1
0,action_crops_kfold/images/000819_0.jpg,2,2,1
0,action_crops_kfold/images/000286_0.jpg,2,2,1
0,action_crops_kfold/images/000651_1.jpg,0,0,1
0,action_crops_kfold/images/000867_0.jpg,2,2,1
0,action_crops_kfold/images/000277_0.jpg,1,1,1
0,action_crops_kfold/images/000008_0.jpg,3,3,1
0,action_crops_kfold/images/000857_0.jpg,2,2,1
0,action_crops_kfold/images/000550_1.jpg,0,0,1
0,action_crops_kfold/images/001044_0.jpg,1,1,1
0,action_crops_kfold/images/000287_2.jpg,0,0,1
0,action_crops_kfold/images/001098_4.jpg,1,1,1
0,action_crops_kfold/images/000096_0.jpg,1,1,1
0,action_crops_kfold/images/000598_4.jpg,2,2,1
0,action_crops_kfold/images/000182_0.jpg,1,1,1
0,action_crops_kfold/images/000499_0.jpg,0,0,1
0,action_crops_kfold/images/000807_0.jpg,0,0,1
0,action_crops_kfold/images/001103_1.jpg,0,0,1
0,action_crops_kfold/images/000829_1.jpg,1,1,1
0,action_crops_kfold/images/000028_4.jpg,0,3,0
0,action_crops_kfold/images/000823_0.jpg,2,2,1
0,action_crops_kfold/images/000457_0.jpg,3,3,1
0,action_crops_kfold/images/000044_2.jpg,0,0,1
0,action_crops_kfold/images/000269_0.jpg,0,0,1
0,action_crops_kfold/images/000806_0.jpg,0,0,1
0,action_crops_kfold/images/000473_0.jpg,3,3,1
0,action_crops_kfold/images/000951_0.jpg,0,0,1
0,action_crops_kfold/images/000376_0.jpg,3,1,0
0,action_crops_kfold/images/000647_1.jpg,0,0,1
0,action_crops_kfold/images/000005_2.jpg,3,3,1
0,action_crops_kfold/images/000387_0.jpg,0,0,1
0,action_crops_kfold/images/000153_1.jpg,1,1,1
0,action_crops_kfold/images/000015_1.jpg,0,0,1
0,action_crops_kfold/images/000153_2.jpg,1,1,1
0,action_crops_kfold/images/000422_2.jpg,0,0,1
0,action_crops_kfold/images/000856_2.jpg,1,1,1
0,action_crops_kfold/images/000089_2.jpg,2,2,1
0,action_crops_kfold/images/000158_1.jpg,1,1,1
0,action_crops_kfold/images/000440_3.jpg,0,1,0
0,action_crops_kfold/images/000024_2.jpg,0,0,1
0,action_crops_kfold/images/000718_0.jpg,1,1,1
0,action_crops_kfold/images/000567_0.jpg,0,0,1
0,action_crops_kfold/images/000373_1.jpg,3,3,1
0,action_crops_kfold/images/000163_1.jpg,2,2,1
0,action_crops_kfold/images/000498_2.jpg,0,0,1
0,action_crops_kfold/images/000509_1.jpg,0,0,1
0,action_crops_kfold/images/000980_1.jpg,1,1,1
0,action_crops_kfold/images/000581_2.jpg,0,0,1
0,action_crops_kfold/images/000869_1.jpg,2,2,1
0,action_crops_kfold/images/001079_1.jpg,0,0,1
0,action_crops_kfold/images/000686_4.jpg,2,2,1
0,action_crops_kfold/images/000047_2.jpg,0,0,1
0,action_crops_kfold/images/000779_0.jpg,2,2,1
0,action_crops_kfold/images/000586_3.jpg,0,0,1
0,action_crops_kfold/images/000448_3.jpg,0,0,1
0,action_crops_kfold/images/001132_0.jpg,0,0,1
0,action_crops_kfold/images/000423_3.jpg,1,1,1
0,action_crops_kfold/images/000987_1.jpg,0,0,1
0,action_crops_kfold/images/000705_1.jpg,2,2,1
0,action_crops_kfold/images/000409_0.jpg,1,1,1
0,action_crops_kfold/images/000531_1.jpg,3,3,1
0,action_crops_kfold/images/000160_0.jpg,0,0,1
0,action_crops_kfold/images/000791_1.jpg,2,2,1
0,action_crops_kfold/images/000167_0.jpg,0,0,1
0,action_crops_kfold/images/001061_1.jpg,1,1,1
0,action_crops_kfold/images/000597_0.jpg,2,2,1
0,action_crops_kfold/images/000207_1.jpg,0,0,1
0,action_crops_kfold/images/000943_0.jpg,1,1,1
0,action_crops_kfold/images/000337_1.jpg,0,0,1
0,action_crops_kfold/images/000068_4.jpg,0,0,1
0,action_crops_kfold/images/000722_2.jpg,0,0,1
0,action_crops_kfold/images/001003_1.jpg,1,1,1
0,action_crops_kfold/images/001115_0.jpg,0,0,1
0,action_crops_kfold/images/000375_3.jpg,0,0,1
0,action_crops_kfold/images/000668_0.jpg,2,2,1
0,action_crops_kfold/images/000188_0.jpg,1,1,1
0,action_crops_kfold/images/000812_1.jpg,2,2,1
0,action_crops_kfold/images/000521_2.jpg,3,3,1
0,action_crops_kfold/images/000467_1.jpg,0,0,1
0,action_crops_kfold/images/000870_0.jpg,0,0,1
0,action_crops_kfold/images/000277_6.jpg,1,1,1
0,action_crops_kfold/images/000643_1.jpg,0,0,1
0,action_crops_kfold/images/000818_0.jpg,2,2,1
0,action_crops_kfold/images/000190_2.jpg,0,0,1
0,action_crops_kfold/images/001078_0.jpg,1,1,1
0,action_crops_kfold/images/000263_2.jpg,0,0,1
0,action_crops_kfold/images/000731_1.jpg,1,1,1
0,action_crops_kfold/images/000392_0.jpg,0,0,1
0,action_crops_kfold/images/001102_4.jpg,0,0,1
0,action_crops_kfold/images/000011_0.jpg,3,0,0
0,action_crops_kfold/images/000020_2.jpg,0,0,1
0,action_crops_kfold/images/000683_2.jpg,0,0,1
0,action_crops_kfold/images/000309_4.jpg,0,0,1
0,action_crops_kfold/images/000520_1.jpg,0,0,1
0,action_crops_kfold/images/000452_4.jpg,0,0,1
0,action_crops_kfold/images/000571_3.jpg,0,0,1
0,action_crops_kfold/images/000531_4.jpg,0,0,1
0,action_crops_kfold/images/000378_1.jpg,1,1,1
0,action_crops_kfold/images/000474_1.jpg,0,0,1
0,action_crops_kfold/images/000762_1.jpg,0,0,1
0,action_crops_kfold/images/000219_4.jpg,0,0,1
0,action_crops_kfold/images/000244_5.jpg,0,0,1
0,action_crops_kfold/images/000011_1.jpg,3,3,1
0,action_crops_kfold/images/000171_4.jpg,1,1,1
0,action_crops_kfold/images/000171_2.jpg,1,1,1
0,action_crops_kfold/images/001103_0.jpg,0,0,1
0,action_crops_kfold/images/000541_3.jpg,0,0,1
0,action_crops_kfold/images/000839_1.jpg,2,2,1
0,action_crops_kfold/images/001048_2.jpg,1,1,1
0,action_crops_kfold/images/000132_0.jpg,0,0,1
0,action_crops_kfold/images/000150_3.jpg,0,1,0
0,action_crops_kfold/images/000809_0.jpg,2,2,1
0,action_crops_kfold/images/000220_2.jpg,0,0,1
0,action_crops_kfold/images/000538_0.jpg,0,0,1
0,action_crops_kfold/images/000182_3.jpg,1,1,1
0,action_crops_kfold/images/000967_0.jpg,1,1,1
0,action_crops_kfold/images/000192_2.jpg,1,1,1
0,action_crops_kfold/images/000738_3.jpg,2,2,1
0,action_crops_kfold/images/000088_2.jpg,2,2,1
0,action_crops_kfold/images/000171_3.jpg,1,1,1
0,action_crops_kfold/images/000270_4.jpg,0,0,1
0,action_crops_kfold/images/000128_0.jpg,3,3,1
0,action_crops_kfold/images/001100_2.jpg,1,1,1
0,action_crops_kfold/images/000943_1.jpg,0,0,1
0,action_crops_kfold/images/000533_3.jpg,0,0,1
0,action_crops_kfold/images/000893_1.jpg,0,0,1
0,action_crops_kfold/images/000370_1.jpg,0,0,1
0,action_crops_kfold/images/000188_1.jpg,1,1,1
0,action_crops_kfold/images/000875_1.jpg,0,0,1
0,action_crops_kfold/images/000087_2.jpg,0,0,1
0,action_crops_kfold/images/000221_6.jpg,0,0,1
0,action_crops_kfold/images/000124_3.jpg,0,0,1
0,action_crops_kfold/images/000851_4.jpg,0,0,1
0,action_crops_kfold/images/000492_3.jpg,0,0,1
0,action_crops_kfold/images/000658_0.jpg,0,0,1
0,action_crops_kfold/images/000909_1.jpg,1,1,1
0,action_crops_kfold/images/000591_3.jpg,3,3,1
0,action_crops_kfold/images/000035_2.jpg,0,0,1
0,action_crops_kfold/images/000022_0.jpg,1,1,1
0,action_crops_kfold/images/000469_5.jpg,0,3,0
0,action_crops_kfold/images/000248_2.jpg,1,0,0
0,action_crops_kfold/images/000991_2.jpg,1,1,1
0,action_crops_kfold/images/000578_3.jpg,0,0,1
0,action_crops_kfold/images/000858_0.jpg,2,2,1
0,action_crops_kfold/images/001001_4.jpg,0,0,1
0,action_crops_kfold/images/000000_0.jpg,0,0,1
0,action_crops_kfold/images/000512_4.jpg,0,0,1
0,action_crops_kfold/images/001087_2.jpg,0,0,1
0,action_crops_kfold/images/000685_1.jpg,2,2,1
0,action_crops_kfold/images/000921_3.jpg,0,0,1
0,action_crops_kfold/images/001017_0.jpg,1,1,1
0,action_crops_kfold/images/000835_0.jpg,1,1,1
0,action_crops_kfold/images/000583_3.jpg,0,0,1
0,action_crops_kfold/images/000767_0.jpg,2,2,1
0,action_crops_kfold/images/001002_4.jpg,0,0,1
0,action_crops_kfold/images/000864_4.jpg,2,2,1
0,action_crops_kfold/images/000429_0.jpg,0,0,1
0,action_crops_kfold/images/000384_1.jpg,0,0,1
0,action_crops_kfold/images/000985_1.jpg,0,0,1
0,action_crops_kfold/images/000067_3.jpg,0,0,1
0,action_crops_kfold/images/000446_1.jpg,3,3,1
0,action_crops_kfold/images/000101_3.jpg,0,0,1
0,action_crops_kfold/images/000617_0.jpg,2,2,1
0,action_crops_kfold/images/000117_3.jpg,0,0,1
0,action_crops_kfold/images/000566_2.jpg,0,0,1
0,action_crops_kfold/images/000838_0.jpg,2,2,1
0,action_crops_kfold/images/000103_0.jpg,3,3,1
0,action_crops_kfold/images/000533_1.jpg,0,0,1
0,action_crops_kfold/images/000830_0.jpg,0,3,0
0,action_crops_kfold/images/000620_2.jpg,2,2,1
0,action_crops_kfold/images/000174_4.jpg,1,1,1
0,action_crops_kfold/images/000989_0.jpg,0,0,1
0,action_crops_kfold/images/000608_1.jpg,0,0,1
0,action_crops_kfold/images/000874_0.jpg,0,0,1
0,action_crops_kfold/images/000623_0.jpg,2,2,1
0,action_crops_kfold/images/000086_3.jpg,0,0,1
0,action_crops_kfold/images/000447_1.jpg,0,0,1
0,action_crops_kfold/images/000078_1.jpg,0,0,1
0,action_crops_kfold/images/001006_2.jpg,0,0,1
0,action_crops_kfold/images/000275_2.jpg,0,0,1
0,action_crops_kfold/images/001079_0.jpg,1,1,1
0,action_crops_kfold/images/000793_1.jpg,1,1,1
0,action_crops_kfold/images/001125_2.jpg,1,1,1
0,action_crops_kfold/images/000914_1.jpg,1,1,1
0,action_crops_kfold/images/001129_1.jpg,1,1,1
0,action_crops_kfold/images/000452_2.jpg,0,0,1
0,action_crops_kfold/images/000926_1.jpg,1,1,1
0,action_crops_kfold/images/000512_0.jpg,0,0,1
0,action_crops_kfold/images/000544_2.jpg,0,0,1
0,action_crops_kfold/images/000086_1.jpg,0,0,1
0,action_crops_kfold/images/000162_4.jpg,1,1,1
0,action_crops_kfold/images/001090_2.jpg,0,0,1
0,action_crops_kfold/images/000237_3.jpg,0,0,1
0,action_crops_kfold/images/000733_0.jpg,2,2,1
0,action_crops_kfold/images/000266_4.jpg,0,0,1
0,action_crops_kfold/images/000120_4.jpg,0,0,1
0,action_crops_kfold/images/000921_4.jpg,0,0,1
0,action_crops_kfold/images/000266_0.jpg,0,0,1
0,action_crops_kfold/images/000352_2.jpg,3,3,1
0,action_crops_kfold/images/000426_2.jpg,0,0,1
0,action_crops_kfold/images/001093_1.jpg,1,1,1
0,action_crops_kfold/images/001047_3.jpg,0,0,1
0,action_crops_kfold/images/000778_1.jpg,1,1,1
0,action_crops_kfold/images/000127_0.jpg,0,3,0
0,action_crops_kfold/images/000110_2.jpg,0,0,1
0,action_crops_kfold/images/000748_0.jpg,2,2,1
0,action_crops_kfold/images/000020_1.jpg,3,3,1
0,action_crops_kfold/images/000392_4.jpg,0,0,1
0,action_crops_kfold/images/000307_4.jpg,0,0,1
0,action_crops_kfold/images/000715_4.jpg,0,0,1
0,action_crops_kfold/images/000621_0.jpg,1,1,1
0,action_crops_kfold/images/001051_4.jpg,0,0,1
0,action_crops_kfold/images/000395_0.jpg,0,0,1
0,action_crops_kfold/images/000595_0.jpg,0,0,1
0,action_crops_kfold/images/000273_3.jpg,0,0,1
0,action_crops_kfold/images/000282_0.jpg,1,1,1
0,action_crops_kfold/images/000901_2.jpg,1,1,1
0,action_crops_kfold/images/000408_1.jpg,0,0,1
0,action_crops_kfold/images/000019_1.jpg,0,0,1
0,action_crops_kfold/images/000981_1.jpg,1,1,1
0,action_crops_kfold/images/000415_2.jpg,0,0,1
0,action_crops_kfold/images/000879_3.jpg,0,0,1
0,action_crops_kfold/images/000529_2.jpg,0,0,1
0,action_crops_kfold/images/000125_0.jpg,3,3,1
0,action_crops_kfold/images/001137_1.jpg,1,1,1
0,action_crops_kfold/images/000402_4.jpg,0,0,1
0,action_crops_kfold/images/000765_1.jpg,1,1,1
0,action_crops_kfold/images/000177_2.jpg,0,0,1
0,action_crops_kfold/images/000403_2.jpg,0,0,1
0,action_crops_kfold/images/000013_3.jpg,0,0,1
0,action_crops_kfold/images/000405_2.jpg,3,3,1
0,action_crops_kfold/images/000524_0.jpg,0,0,1
0,action_crops_kfold/images/000881_1.jpg,0,0,1
0,action_crops_kfold/images/000132_2.jpg,0,0,1
0,action_crops_kfold/images/000638_2.jpg,1,1,1
0,action_crops_kfold/images/000222_4.jpg,0,0,1
0,action_crops_kfold/images/000037_0.jpg,3,3,1
0,action_crops_kfold/images/000177_1.jpg,1,1,1
0,action_crops_kfold/images/001025_1.jpg,0,0,1
0,action_crops_kfold/images/000040_3.jpg,0,0,1
0,action_crops_kfold/images/000927_1.jpg,1,1,1
0,action_crops_kfold/images/000936_0.jpg,1,1,1
0,action_crops_kfold/images/000344_2.jpg,0,0,1
0,action_crops_kfold/images/000830_1.jpg,0,0,1
0,action_crops_kfold/images/000273_1.jpg,0,0,1
0,action_crops_kfold/images/000307_3.jpg,3,1,0
0,action_crops_kfold/images/000742_1.jpg,2,2,1
0,action_crops_kfold/images/001112_0.jpg,0,0,1
0,action_crops_kfold/images/000979_1.jpg,0,0,1
0,action_crops_kfold/images/000544_0.jpg,0,0,1
0,action_crops_kfold/images/000796_1.jpg,1,1,1
0,action_crops_kfold/images/001068_3.jpg,0,0,1
0,action_crops_kfold/images/000166_0.jpg,1,1,1
0,action_crops_kfold/images/000448_2.jpg,0,0,1
0,action_crops_kfold/images/000186_1.jpg,1,1,1
0,action_crops_kfold/images/000426_1.jpg,0,0,1
0,action_crops_kfold/images/000511_1.jpg,0,0,1
0,action_crops_kfold/images/000688_1.jpg,0,0,1
0,action_crops_kfold/images/000654_3.jpg,0,0,1
0,action_crops_kfold/images/000161_4.jpg,0,0,1
0,action_crops_kfold/images/000515_4.jpg,0,2,0
0,action_crops_kfold/images/000435_2.jpg,0,0,1
0,action_crops_kfold/images/000085_4.jpg,0,0,1
0,action_crops_kfold/images/000772_0.jpg,1,1,1
0,action_crops_kfold/images/000090_3.jpg,0,0,1
0,action_crops_kfold/images/000777_1.jpg,2,2,1
0,action_crops_kfold/images/000345_4.jpg,0,0,1
0,action_crops_kfold/images/000527_3.jpg,0,0,1
0,action_crops_kfold/images/000212_0.jpg,0,0,1
0,action_crops_kfold/images/000465_1.jpg,0,0,1
0,action_crops_kfold/images/000775_1.jpg,1,1,1
0,action_crops_kfold/images/000576_1.jpg,0,0,1
0,action_crops_kfold/images/000742_2.jpg,1,1,1
0,action_crops_kfold/images/000279_2.jpg,2,2,1
0,action_crops_kfold/images/000240_2.jpg,0,0,1
0,action_crops_kfold/images/000725_3.jpg,2,2,1
0,action_crops_kfold/images/000638_0.jpg,2,2,1
